0.5 0.55 0.38
0.49 0.35 0.36
0.5 0.55 0.48
0.5 0.55 0.69
0.5 0.6 0.48
0.5 0.55 0.67
0.6 0.6 0.5
0.4 nan 0.37
0.41 0.4 0.35
0.42 0.5 0.41
0.5 0.55 0.68
0.5 0.55 0.66
0.6 0.6 0.65
0.49 nan 0.52
0.51 0.55 0.54
0.42 0.5 0.33
0.49 0.6 0.69
0.51 nan 0.39
0.57 0.5 0.5
0.49 0.55 0.65
0.48 nan 0.59
0.59 0.55 0.62
0.41 0.5 0.52
0.5 0.6 0.54
0.42 0.5 0.39
0.44 0.55 0.5
0.58 0.5 0.41
0.41 0.55 0.49
0.59 0.5 0.67
nan 0.35 0.38
0.43 0.5 0.4
0.52 0.55 0.43
0.5 0.6 0.56
0.49 0.5 0.63
0.6 0.6 0.64
0.5 0.5 0.66
0.48 0.6 0.49
0.56 0.55 0.5
0.59 0.55 0.6
0.5 0.55 0.5
0.56 0.5 0.42
0.56 0.5 0.49
0.6 0.55 0.6
0.49 0.5 0.56
0.44 0.5 0.39
0.39 0.5 0.35
0.5 0.6 0.66
0.49 0.55 0.5
0.5 0.5 0.48
0.5 0.5 0.44
0.49 0.55 0.61
0.55 0.6 0.59
0.49 0.5 0.44
0.67 0.55 0.41
nan 0.5 0.36
0.49 0.5 0.42
0.49 0.5 0.42
0.45 0.6 0.54
0.33 0.35 0.36
0.49 0.55 0.5
0.49 0.55 0.54
0.4 0.5 0.49
0.6 0.6 0.54
0.5 0.55 0.6
0.41 0.5 0.49
0.49 0.5 0.4
0.5 nan 0.49
0.51 0.6 0.62
0.48 0.55 0.87
0.49 0.49 0.58
0.51 0.5 0.35
0.51 0.6 0.57
0.5 0.5 0.51
0.5 0.5 0.34
0.4 0.5 0.61
0.49 0.55 0.61
0.49 0.6 0.5
0.56 0.5 0.41
0.5 0.55 0.49
0.49 0.5 0.47
0.55 0.5 0.56
0.55 0.6 0.49
0.5 nan 0.5
0.5 0.4 0.47
0.33 0.5 0.32
0.5 0.6 0.55
0.5 0.6 0.64
0.49 0.55 0.51
0.5 0.55 0.5
0.5 0.6 0.57
0.49 0.55 0.63
0.49 0.6 0.58
0.65 0.55 0.34
0.57 0.55 0.5
0.45 0.55 nan
0.49 0.5 0.66
0.49 nan 0.5
0.55 0.55 0.73
0.5 0.55 0.5
0.63 0.55 0.88
0.49 0.5 0.47
0.5 0.55 0.49
0.64 nan 0.6
0.56 0.5 0.58
0.49 0.55 0.5
0.61 0.7 0.55
0.5 0.3 0.49
0.49 0.55 0.62
0.6 0.61 0.5
nan 0.35 0.32
0.5 0.5 0.27
0.61 0.5 0.57
0.5 0.55 0.59
0.5 0.6 0.5
0.49 0.55 0.66
0.41 0.5 0.4
0.49 0.6 0.59
0.61 0.55 0.6
0.49 0.5 0.31
0.65 0.6 0.65
