63 46
316 325
19 16
338 332
16 12
286 270
8 22
18 14
278 301
19 16
0 11
282 304
298 291
51 358
283 327
17 15
279 306
45 50
71 281
25 34
0 0
8 27
336 325
10 25
345 311
280 284
316 328
58 50
55 53
25 15
36 330
8 12
14 18
37 39
18 17
16 15
0 8
25 34
286 299
11 15
28 10
283 329
49 46
57 56
20 17
25 25
11 51
286 329
24 16
284 294
339 335
19 23
19 13
54 45
13 12
327 338
8 13
283 281
63 44
28 33
48 48
26 27
299 295
283 284
329 311
7 10
302 307
336 329
227 270
24 13
24 18
17 29
327 344
317 323
12 360
15 12
17 17
319 316
282 279
328 281
13 23
11 17
282 280
14 44
17 15
17 19
19 359
202 270
332 324
286 340
53 12
56 48
24 35
321 321
11 15
13 13
23 15
283 284
281 270
18 15
342 342
330 360
279 54
19 11
60 51
334 21
270 32
15 18
57 35
38 39
296 270
333 359
15 25
326 342
18 23
17 30
301 300
26 36
283 271
19 17
65 61
347 347
