7 7
9 9
8 9
5 5
9 9
6 7
9 9
7 7
8 8
6 5
7 7
7 8
7 7
7 7
9 8
7 7
7 6
7 6
7 7
6 6
7 7
9 8
8 8
9 9
4 4
7 7
7 7
6 6
7 7
7 7
9 9
5 6
5 5
8 8
9 9
8 8
4 4
9 9
7 7
9 9
9 9
6 5
8 8
6 6
6 6
8 8
8 9
5 6
8 8
8 9
7 7
7 7
9 9
8 7
7 7
9 9
9 9
7 7
8 7
8 8
9 9
4 4
8 8
7 7
10 10
7 7
7 7
8 8
4 3
8 8
8 8
8 8
9 9
9 9
7 7
6 6
7 7
7 7
6 7
7 7
9 9
6 6
8 8
8 8
7 7
5 5
7 7
9 9
7 7
9 9
9 9
6 6
8 8
8 8
9 8
9 9
9 8
7 7
7 6
5 5
5 5
7 7
7 8
9 10
4 3
9 8
8 8
5 4
7 6
8 8
4 4
9 9
5 5
5 5
5 6
6 6
7 7
8 8
6 6
8 8
4 4
5 6
7 7
4 4
7 7
9 8
8 8
9 9
7 7
8 8
8 8
9 9
7 6
8 7
