1 12
1 1
12 11
1 1
1 1
11 11
12 12
12 12
1 1
10 12
11 11
1 1
1 1
1 1
1 1
11 11
10 10
12 3
10 1
12 12
1 1
2 2
12 11
12 12
12 11
2 1
10 2
1 1
1 12
1 1
2 1
10 10
1 2
11 11
1 1
1 12
1 1
11 11
10 10
12 12
1 1
10 11
2 1
12 12
2 1
1 1
10 2
1 1
1 12
2 2
11 11
1 1
10 10
12 10
11 10
2 2
1 1
1 1
1 2
1 1
12 12
11 11
12 12
3 1
10 1
12 12
10 10
12 11
1 1
10 11
12 1
12 10
12 12
1 1
10 12
1 1
12 12
1 1
3 1
11 11
3 2
2 3
1 1
2 2
12 12
1 1
12 11
12 12
12 12
12 12
12 12
1 1
1 12
1 1
11 11
1 1
10 1
12 12
12 10
12 1
1 1
1 1
1 1
1 1
12 11
9 2
11 11
12 10
1 1
10 11
1 1
10 10
3 2
10 10
12 11
11 10
10 11
1 1
10 10
10 10
11 11
1 1
10 10
11 1
1 1
