23 20
344 359
72 58
0 331
12 16
341 339
339 329
331 342
340 328
22 17
333 322
348 344
36 32
21 17
281 307
26 25
14 13
65 54
295 302
343 339
11 15
337 345
72 55
31 29
14 13
280 306
22 31
345 345
32 30
345 342
327 319
334 325
299 297
360 344
281 296
32 26
16 22
338 331
281 297
50 53
345 13
28 359
13 14
25 21
281 298
26 24
23 20
339 328
282 277
350 360
349 334
25 20
350 360
37 42
37 27
278 303
355 20
281 300
17 20
51 61
20 25
286 270
279 304
17 26
317 302
341 330
38 51
48 71
39 45
35 41
346 9
282 283
316 323
37 33
351 359
42 40
1 333
36 40
334 327
360 13
339 328
345 348
331 339
21 30
300 318
344 342
347 344
21 31
4 15
291 312
13 17
21 12
281 298
29 33
281 305
327 332
9 359
53 52
317 344
360 338
351 360
318 308
301 307
20 1
300 326
320 332
326 320
347 345
345 360
301 300
270 270
12 8
343 330
360 22
346 360
15 26
22 16
331 339
295 303
330 337
326 319
21 14
334 341
13 6
65 53
13 27
8 16
12 18
28 24
12 16
325 324
336 339
296 296
